"ID","Notice ID","Title","Department","Sub_tier","Office","Type","Response Deadline","Naics Code","Link","Description"
"7329","4ee2f24dd3754b13a5fdb6ccf6a2022a","RFI - USAID/Indonesia New Marine and Fisheries Program","AGENCY FOR INTERNATIONAL DEVELOPMENT","AGENCY FOR INTERNATIONAL DEVELOPMENT","USAID/INDONESIA","Sources Sought","2020-10-23T15:00:00+07:00","541990","https://beta.sam.gov/opp/4ee2f24dd3754b13a5fdb6ccf6a2022a/view","Dear Interested Parties: The United States Agency for International Development Mission to Indonesia (USAID/Indonesia) is in the process of gathering information to support an anticipated design of two new marine and fisheries activities, as described in t"
"7647","9b86b31fd8804811ae065af90e359938","IDIQ DB/DBB MACC for Various U.S. Government Installations at Okinawa Prefecture, Japan (Big MACC)","DEPT OF DEFENSE","DEPT OF THE NAVY","NAVAL FAC ENGINEERING CMD FAR EAST","Solicitation","2020-10-23T14:30:00+09:00","236220","https://beta.sam.gov/opp/9b86b31fd8804811ae065af90e359938/view","Amendment 0004: Issued 08OCT2020 to provide updated specifications and provide updated PPI response. Proposal due date remains 23OCT2020. Amendment 0003: Issued 02OCT2020 to provide updated specifications and drawings, respond to PPIs, and extend proposal "
"7888","35cb38f42f1e4c249d81c67c04f11f74","The U.S. Department of Agriculture (USDA) seeks to lease the following space in Steele (Kidder Co.), ND","GENERAL SERVICES ADMINISTRATION","PUBLIC BUILDINGS SERVICE","PBS CENTRAL OFFICE - BROKER SVCS","Sources Sought","2020-10-23T17:00:00-06:00","531120","https://beta.sam.gov/opp/35cb38f42f1e4c249d81c67c04f11f74/view","The U.S. Department of Agriculture (USDA) seeks to lease the following space in Steele (Kidder Co.), ND: City, State:"
"7889","0888f75789ea4f3ab21b2ead9ef9ba33","The U.S. Department of Agriculture (USDA) seeks to lease the following space in Center (Oliver Co.), ND","GENERAL SERVICES ADMINISTRATION","PUBLIC BUILDINGS SERVICE","PBS CENTRAL OFFICE - BROKER SVCS","Sources Sought","2020-10-23T17:00:00-06:00","531120","https://beta.sam.gov/opp/0888f75789ea4f3ab21b2ead9ef9ba33/view","The U.S. Department of Agriculture (USDA) seeks to lease the following space in Center (Oliver Co.), ND: City, State:"
"7896","9e109411ce694c0f98940d9147760760","The U.S. Department of Agriculture (USDA) seeks to lease the following space in Bowman (Bowman Co) ND","GENERAL SERVICES ADMINISTRATION","PUBLIC BUILDINGS SERVICE","PBS CENTRAL OFFICE - BROKER SVCS","Sources Sought","2020-10-23T17:00:00-06:00","531120","https://beta.sam.gov/opp/9e109411ce694c0f98940d9147760760/view","The U.S. Department of Agriculture (USDA) seeks to lease the following space in Bowman (Bowman Co) ND: City, State:"
"7921","2633a82f766946f6b8f0f38a0c8643f2","The U.S. Department of Agriculture (USDA) seeks to lease the following space in Bowbells (Burke Co) ND","GENERAL SERVICES ADMINISTRATION","PUBLIC BUILDINGS SERVICE","PBS CENTRAL OFFICE - BROKER SVCS","Sources Sought","2020-10-23T17:00:00-06:00","531120","https://beta.sam.gov/opp/2633a82f766946f6b8f0f38a0c8643f2/view","The U.S. Department of Agriculture (USDA) seeks to lease the following space in Bowbells (Burke Co) ND: City, State:"
"8930","9e514d2bc48744feb87db7ca810e734a","Fenofibrate Nanocrystalize","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY (DLA)","DLA TROOP SUPPORT","Solicitation","2020-10-23T15:00:00-04:00","325412","https://beta.sam.gov/opp/9e514d2bc48744feb87db7ca810e734a/view","Amendment 0001 is issued to extend the closing date until October 23, 2020 at 3:00 PM EDT. Solicitation for Fenofibrate Nanocrystalize Tablets SPE2D2-20-R-0073."
"8949","f226623175f247bb8a94883595f2865b","U.S. NAVAL STATION KINGS BAY MAINTENANCE DREDGING, ENTRANCE CHANNEL, CUT-1N THROUGH RANGE-E, 49, 45, AND 44-FOOT PROJECT, CAMDEN COUNTY, GEORGIA AND NASSAU COUNTY, FLORIDA","DEPT OF DEFENSE","DEPT OF THE ARMY","US ARMY ENGINEER DISTRICT JACKSONVI","Solicitation","2020-10-23T14:00:00-04:00","237990","https://beta.sam.gov/opp/f226623175f247bb8a94883595f2865b/view","A Pre-Proposal Conference will be held on Tuesday 6 October 2020"
"8952","158b8a5c32e34ff49d7740eaae51cd2f","Website Development","SENATE, THE","THE UNITED STATES SENATE SERGEANT AT ARMS","SENATE SERGEANT AT ARMS","Solicitation","2020-10-23T12:00:00-04:00","541511","https://beta.sam.gov/opp/158b8a5c32e34ff49d7740eaae51cd2f/view","The Senate has provided the responses to the"
"8953","ac885a2995694e67ab25830924eec044","Request for Information (RFI) for Tactical SIGINT Payload (TSP)","DEPT OF DEFENSE","DEPT OF THE ARMY","W6QK ACC-APG","Sources Sought","2020-10-23T16:00:00-04:00","811219","https://beta.sam.gov/opp/ac885a2995694e67ab25830924eec044/view","Request for Information (RFI) for Tactical SIGINT Payload (TSP) for the MQ-1C, Gray Eagle Unmanned Aircraft System (UAS) THIS IS A REQUEST FOR INFORMATION ONLY. This RFI is issued solely for information and planning purposes "
"9041","609e7dc39362403995bc6ca2e7d7f764","Naval Station Newport VTE Elevator Maintenance & Repair Services","DEPT OF DEFENSE","DEPT OF THE NAVY","NAVAL FAC ENGINEERING CMD MID LANT","Sources Sought","2020-10-23T09:00:00-04:00","238290","https://beta.sam.gov/opp/609e7dc39362403995bc6ca2e7d7f764/view","This is a market survey for informational and planning purposes only. THIS IS NOT A SOLICITATION AND DOES NOT OBLIGATE THE GOVERNMENT TO ISSUE A SOLICITATION. This announcement constitutes an official Request for Information (RFI) as defined by FAR 15.201("
"9068","b1eb89f5c96640ffbb15fde96b100075","Request for Information for Prime Vendor Contracts","DEPT OF DEFENSE","DEPT OF THE NAVY","COMMANDER","Sources Sought","2020-10-23T16:00:00-04:00","423450","https://beta.sam.gov/opp/b1eb89f5c96640ffbb15fde96b100075/view","The Program Manager, Supply and Maintenance Systems (PM SMS), is responsible for the life cycle support of fielded medical systems."
"9097","d65d12de59e24c189fb47e1a58d2b813","Yellow Ribbon Reintegration Program","DEPT OF DEFENSE","DEPT OF THE ARMY","W7NV USPFO ACTIVITY OK ARNG","Combined Synopsis/Solicitation","2020-10-23T17:00:00-05:00","721110","https://beta.sam.gov/opp/d65d12de59e24c189fb47e1a58d2b813/view","The State Family Programs Office (SFPO), Yellow Ribbon Reintegration Program (YRRP) requires use of a 3-diamond"
"9568","8bf67cf42b80420aab94d77f98a51382","J--LAUNCHER IMPULSE TA, IN REPAIR/MODIFICATION OF","DEPT OF DEFENSE","DEPT OF THE NAVY","NAVSUP WEAPON SYSTEMS SUPPORT MECH","Solicitation","2020-10-23T23:59:59-04:00","333999","https://beta.sam.gov/opp/8bf67cf42b80420aab94d77f98a51382/view","CONTACT INFORMATION|4|N743.20|WR3DD|(717) 605-3261|amber.l.miller@navy.mil| ITEM UNIQUE IDENTIFICATION AND VALUATION (MAR 2016)|19|||||||||||||||||||| HIGHER-LEVEL CONTRACT QUALITY REQUIREMENT (NAVICP REVIEW FEB 1991)(FEB 1999)|1|See sections C and E.| INS"
"9645","bfa842f4a1e64ac198e814efcc563183","V999--SHUTTLE SERVICES TO AND FROM OFF-SITE LOT AT THE VA SAN DIEGO HEALTHCARE SYSTEM","VETERANS AFFAIRS, DEPARTMENT OF","VETERANS AFFAIRS, DEPARTMENT OF","262-NETWORK CONTRACT OFFICE 22L (36C262)","Presolicitation","2020-10-23T15:00:00-07:00","485999","https://beta.sam.gov/opp/bfa842f4a1e64ac198e814efcc563183/view","This is not a solicitation announcement. This is a pre-solicitation notice only. The purpose of this pre-solicitation notice is to announce that the VA San Diego Healthcare System has an impending requirement for Shuttle Services to and from an off-site pa"
"9793","1b051533af42442f8b0f56c7a2230a37","X1DB--Wyandotte New/Replacing","VETERANS AFFAIRS, DEPARTMENT OF","VETERANS AFFAIRS, DEPARTMENT OF","255-NETWORK CONTRACT OFFICE 15 (36C255)","Sources Sought","2020-10-23T16:30:00-05:00","531120","https://beta.sam.gov/opp/1b051533af42442f8b0f56c7a2230a37/view","Page 4 of 4 Kansas City, KS The U.S. Department of Veterans Affairs (VA) is Requesting Information regarding the availability of 4,500 Net Usable Square Feet (NUSF); 4,725 Rentable Square Feet (RSF) of Medical Clinic space in Kansas City, KS. NOTICE: This "
"10090","9de353a7e105481799fb9b8ad7151007","Next Gen. Helmets","DEPT OF DEFENSE","DEPT OF THE NAVY","NAVAL SURFACE WARFARE CENTER","Special Notice","2020-10-23T17:00:00-04:00","339113","https://beta.sam.gov/opp/9de353a7e105481799fb9b8ad7151007/view","THIS IS A REQUEST FOR INFORMATION (RFI) FOR MARKET RESEARCH PURPOSES ONLY. The Naval Surface Warfare Center Panama City Division (NSWC PCD) on behalf of Naval Sea Systems Command (NAVSEA), Program Manager, and Expeditionary Missions (SEA06EXM/PMS 408) is i"
"10150","43205c00286c46ffa6941b429aaf0174","Palo Alto On-Prem NGFW and Prisma Products","SENATE, THE","THE UNITED STATES SENATE SERGEANT AT ARMS","SENATE SERGEANT AT ARMS","Special Notice","2020-10-23T23:59:00-04:00","334614","https://beta.sam.gov/opp/43205c00286c46ffa6941b429aaf0174/view","This is a request for quotation (RFQ) on a list of Palo Alto products."
"10410","f44aa9ec947240b99f2c3f7f9d8a9a6d","In-Flange NPCT DCCT Current Monitor","ENERGY, DEPARTMENT OF","ENERGY, DEPARTMENT OF","ARGONNE NATL LAB - DOE CONTRACTOR","Combined Synopsis/Solicitation","2020-10-23T17:00:00-05:00","54171","https://beta.sam.gov/opp/f44aa9ec947240b99f2c3f7f9d8a9a6d/view","In-Flange NPCT DCCT Current Monitors"
"10733","fc37351e437447caa67c2a98803eaf10","ASO Medical Exams","JUSTICE, DEPARTMENT OF","US MARSHALS SERVICE","U.S. MARSHALS SERVICE","Sources Sought","2020-10-23T12:00:00-04:00","6214","https://beta.sam.gov/opp/fc37351e437447caa67c2a98803eaf10/view","The U.S. Marshals Service (USMS), Justice Prisoner and Alien Transportation System (JPATS) is seeking information from responsible sources and commercial agencies concerning Aviation Security Officer (ASO) Pre-employee (Initial) and Annual Medical Exams."
"10840","4c4e5905462b4b12adb713cd89ec80c4","Tower Replacement Hickory NC","TRANSPORTATION, DEPARTMENT OF","FEDERAL AVIATION ADMINISTRATION","6973GH FRANCHISE ACQUISITION SVCS","Solicitation","2020-10-23T17:00:00-05:00","237130","https://beta.sam.gov/opp/4c4e5905462b4b12adb713cd89ec80c4/view","The Federal Aviation Administration (FAA) has a requirement for tower replacement at the RCAG facility located in Hickory, North Carolina. Please see attachments for specifics. The Contractor shall provide all labor, materials, equipment, transportation, i"
"10887","d47b1040d83649df89321a982b3b5e0a","U.S. NAVAL STATION KINGS BAY MAINTENANCE DREDGING, ENTRANCE CHANNEL, CUT-1N THROUGH RANGE-E, 49, 45, AND 44-FOOT PROJECT, CAMDEN COUNTY, GEORGIA AND NASSAU COUNTY, FLORIDA","DEPT OF DEFENSE","DEPT OF THE ARMY","US ARMY ENGINEER DISTRICT JACKSONVI","Solicitation","2020-10-23T14:00:00-04:00","237990","https://beta.sam.gov/opp/d47b1040d83649df89321a982b3b5e0a/view","A Pre-Proposal Conference will be held on Tuesday 6 October 2020"
"11045","f7b4fc0355944f8b8e689bea8dab5eca","Praise and Worship Services Music Coordinator","DEPT OF DEFENSE","DEPT OF THE NAVY","COMMANDING OFFICER","Solicitation","2020-10-23T14:00:00-10:00","711130","https://beta.sam.gov/opp/f7b4fc0355944f8b8e689bea8dab5eca/view","Contractor will"
"11111","f3e0c6bfcce5451797754f81914cd98b","Q999--Opioid Substitution Treatment Services","VETERANS AFFAIRS, DEPARTMENT OF","VETERANS AFFAIRS, DEPARTMENT OF","262-NETWORK CONTRACT OFFICE 22L (36C262)","Combined Synopsis/Solicitation","2020-10-23T15:00:00-07:00","621420","https://beta.sam.gov/opp/f3e0c6bfcce5451797754f81914cd98b/view","OPIOID SUBSTITUTION TREATMENT SERVICES The Mental Health Department at VA Greater Los Angeles Healthcare System (VAGLAHS) requires a Contractor to provide Opioid Substitution Treatment Services at the Contractor facility. See attached document: 36C26220R01"
"11128","15455f578f314641b9348474cc939423","Open Platform for Advanced Learning (OPAL)","DEPT OF DEFENSE","DEPT OF THE AIR FORCE","FA8224  OL H  PZI PZIM","Sources Sought","2020-10-23T23:00:00-04:00","541512","https://beta.sam.gov/opp/15455f578f314641b9348474cc939423/view","Please see the attached SSS Service,"
"11399","14bfdabe498d4a96af463534946372a3","W912DR20B0020 Dalecarlia Clearwells Maintenance","DEPT OF DEFENSE","DEPT OF THE ARMY","W2SD ENDIST BALTIMORE","Solicitation","2020-10-23T11:30:00-04:00","237110","https://beta.sam.gov/opp/14bfdabe498d4a96af463534946372a3/view","The Washington Aqueduct provides potable water to approximately one million people in the District of Columbia and Northern Virginia. As part of the water treatment and supply system, the Washington Aqueduct maintains and operates the Dalecarlia and McMill"
"11423","1fd5ed4d98d04e3c884a89f97de57fd3","1AD Military Occupational Specialty Improvement Sustainment Training","DEPT OF DEFENSE","DEPT OF THE ARMY","W6QM MICC-FT BLISS","Presolicitation","2020-10-23T12:00:00-06:00","611310","https://beta.sam.gov/opp/1fd5ed4d98d04e3c884a89f97de57fd3/view","THIS IS A Sources Sought Notice ONLY."
"11471","954b1c92c8e6426db0116eda00ce491c","SUPPLY CHAIN RISK MANAGEMENT - DISCOVERY AND AWARENESS TOOLS","STATE, DEPARTMENT OF","STATE, DEPARTMENT OF","ACQUISITIONS - AQM MOMENTUM","Sources Sought","2020-10-23T17:00:00-04:00","541511","https://beta.sam.gov/opp/954b1c92c8e6426db0116eda00ce491c/view","REQUEST FOR INFORMATION (RFI) SUPPLY CHAIN RISK MANAGEMENT - DISCOVERY AND AWARENESS TOOLS Purpose: This Request for Information (RFI) is issued as market research to determine industry"
"11540","08a16988aed742b79cf77da1ac05093e","Elevator Maintenance and Repair","DEPT OF DEFENSE","DEPT OF THE NAVY","NAVAL FAC ENGINEERING CMD MID LANT","Sources Sought","2020-10-23T12:00:00-04:00","238290","https://beta.sam.gov/opp/08a16988aed742b79cf77da1ac05093e/view","Sources Sought Elevator Maintenance and Repair Naval Submarine Base New London This is a market survey for informational and planning purposes only. THIS IS NOT A SOLICITATION AND DOES NOT OBLIGATE THE GOVERNMENT TO ISSUE A SOLICITATION. This announcement "
"11660","8bd59916e8b34727a5eb98f71e0d06bc","PEO IEW&S ALT Industry Announcement","DEPT OF DEFENSE","DEPT OF THE ARMY","W6QK ACC-APG","Special Notice","2020-10-23T23:59:00-04:00","541330","https://beta.sam.gov/opp/8bd59916e8b34727a5eb98f71e0d06bc/view","Program Executive Office- Intelligence, Electronic Warfare & Sensors (PEO IEW&S) is "pulling the curtain back" on its plans for future contract opportunities as well as providing insight on how we do business. Starting 28 October, (initially virtually via "
"12201","2581416343f14fbe94f907448997e2f5","Development of a mobile application for functional literacy in relation with the melkisation operation of collective land","MILLENNIUM CHALLENGE CORPORATION","MILLENNIUM CHALLENGE CORPORATION","MILLENNIUM CHALLENGE CORPORATION","Special Notice","2020-10-23T15:00:00+01:00","541611","https://beta.sam.gov/opp/2581416343f14fbe94f907448997e2f5/view","On November 30, 2015, the Government of the Kingdom of Morocco concluded a second cooperation program (Compact II) with the United States Government, represented by the Millennium Challenge Corporation (MCC), with the objective to improve the quality of hu"
"12247","5e0097467d714f599e47534ad906f1a5","Indo-Pacific Transport Services (IPTS) Solicitation","DEPT OF DEFENSE","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","DITCO-PAC","Solicitation","2020-10-23T12:00:00-10:00","517311","https://beta.sam.gov/opp/5e0097467d714f599e47534ad906f1a5/view","This notice is issued to inform industry that Government responses have been posted to vendor solicitation questions and to issue Amendment 0012 to the solicitation."
"12255","c0b0eb7681c54b87b585fadb4285b5a0","Repair & Maintenance of Government Owned Surgical Instruments","DEPT OF DEFENSE","DEPT OF THE ARMY","W40M REGIONAL HEALTH CONTRACTING OF","Presolicitation","2020-10-23T10:00:00-10:00","811219","https://beta.sam.gov/opp/c0b0eb7681c54b87b585fadb4285b5a0/view","********SOLICITATION NUMBER HAS BEEN UPDATED TO W81K0221Q0002********** The Regional Health Contracting Office "
"12292","028d5cf044364a8c9e4a6f69a1a4902c","Website Development","SENATE, THE","THE UNITED STATES SENATE SERGEANT AT ARMS","SENATE SERGEANT AT ARMS","Solicitation","2020-10-23T12:00:00-04:00","541511","https://beta.sam.gov/opp/028d5cf044364a8c9e4a6f69a1a4902c/view","Please be advised the Senate has extended"
"12357","7fc50de0309540bda2702e1f052335c8","PSC - Senior Operations Officer at US Department of State, Bureau of Medical Services","STATE, DEPARTMENT OF","STATE, DEPARTMENT OF","ACQUISITIONS - AQM MOMENTUM","Special Notice","2020-10-23T14:00:00-04:00","541611","https://beta.sam.gov/opp/7fc50de0309540bda2702e1f052335c8/view","Mission of the U.S. Department of State: The U.S. Department of State is the lead institution for the conduct of American diplomacy and the Secretary of state is the President"
"12389","781104d1fab4446a8275b8ab7ef2e805","U.S. NAVAL STATION KINGS BAY MAINTENANCE DREDGING, ENTRANCE CHANNEL, CUT-1N THROUGH RANGE-E, 49, 45, AND 44-FOOT PROJECT, CAMDEN COUNTY, GEORGIA AND NASSAU COUNTY, FLORIDA","DEPT OF DEFENSE","DEPT OF THE ARMY","US ARMY ENGINEER DISTRICT JACKSONVI","Solicitation","2020-10-23T14:00:00-04:00","237990","https://beta.sam.gov/opp/781104d1fab4446a8275b8ab7ef2e805/view","A Pre-Proposal Conference will be held on Tuesday 6 October 2020"
"12443","6d7c95e4b23c42a1a3a0e604ff7d2f96","J045--Waste and Water Management System - Brooklyn and St. Albans campuses","VETERANS AFFAIRS, DEPARTMENT OF","VETERANS AFFAIRS, DEPARTMENT OF","242-NETWORK CONTRACT OFFICE 02 (36C242)","Solicitation","2020-10-23T10:00:00-04:00","562998","https://beta.sam.gov/opp/6d7c95e4b23c42a1a3a0e604ff7d2f96/view","The Department of Veterans Affairs, Network Contracting Office (NCO) 2 intends to release a commercial Small Business set aside solicitation for Waste and Water Management System for the New York Harbor Healthcare System, Manhattan, Brooklyn and St. Albans"
"12724","367efcf05f7c4edeb9ffeef5d3928714","Energy Automation Operational Technology Sustainment (EAOTS) Hydrant Fueling Automation Maintenance (HFAM) Solicitation","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY (DLA)","DCSO COLUMBUS","Solicitation","2020-10-23T16:00:00-04:00","541330","https://beta.sam.gov/opp/367efcf05f7c4edeb9ffeef5d3928714/view","Amendment 0002 to SP4702-20-R-0021 is attached below. The deadline to provide a proposal for this solicitation has been extended to 1600 EST on 23 October 2020. _______________________________________________________________________ Amendment 0001 to SP470"
"12738","0958ddf549c345b8a8057017268a9278","FY2021 RDT&E Super Dialer Prototype Development","DEPT OF DEFENSE","DEPT OF THE NAVY","NAVAL FACILITIES ENGINEERING AND","Combined Synopsis/Solicitation","2020-10-23T23:59:00-07:00","541715","https://beta.sam.gov/opp/0958ddf549c345b8a8057017268a9278/view","This announcement constitutes a Broad Agency Announcement (BAA) for the Naval Facilities Engineering and Expeditionary Warfare Center (NEXWC) under FAR 6.102(d)(2) and 35.106. FAR Part 35 restricts the use of BAAs, such as this, to the acquisition of basic"
"12787","e88a77b5ffc64894af3e7a063915111a","Kentucky Lock-Downstream Lock Monolith Construction","DEPT OF DEFENSE","DEPT OF THE ARMY","US ARMY ENGINEER DISTRICT NASHVILLE","Sources Sought","2020-10-23T09:00:00-05:00","237990","https://beta.sam.gov/opp/e88a77b5ffc64894af3e7a063915111a/view","Sources Sought Second Notice for the Kentucky Lock Downstream Lock Monoliths NAICS CODE: 237990- Lock and Waterway Construction Description: The U.S. Army Corps of Engineers (USACE), Nashville District (LRN), is conducting market research to seek informati"
"12820","80ea265378e44f96b3fd928f65c8ffd9","POUCH URINE, COLLECT","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY (DLA)","DLA AVIATION","Combined Synopsis/Solicitation","2020-10-23T15:00:00-04:00","336413","https://beta.sam.gov/opp/80ea265378e44f96b3fd928f65c8ffd9/view","POUCH URINCE, COLLECT PR 85729074 on is for a quantity of"
"12920","6217ce422ace4186973e54959ec85b40","IDIQ DB/DBB MACC for Various U.S. Government Installations at Okinawa Prefecture, Japan (Big MACC)","DEPT OF DEFENSE","DEPT OF THE NAVY","NAVAL FAC ENGINEERING CMD FAR EAST","Solicitation","2020-10-23T14:30:00+09:00","236220","https://beta.sam.gov/opp/6217ce422ace4186973e54959ec85b40/view","Amendment 0003: Issued 02OCT2020 to provide updated specifications and drawings, respond to PPIs, and extend proposal due date to 23OCT2020. Amendment 0002: Issued 18SEP2020 to extend proposal due date to 09OCT2020. Amendment 0001: Issued 26AUG2020. This a"
"13179","4777a5b7e547415099a4b7e474c8f20b","USDA SEEKING OFFICE AND RELATED SPACE IN CLARKSTON, WA","GENERAL SERVICES ADMINISTRATION","PUBLIC BUILDINGS SERVICE","PBS CENTRAL OFFICE - BROKER SVCS","Solicitation","2020-10-23T16:00:00-04:00","531120","https://beta.sam.gov/opp/4777a5b7e547415099a4b7e474c8f20b/view","The U.S. Department of Agriculture (USDA) seeks to lease the following space: City, State:"
"13258","2d7d9de559234be99248c7e359c8312a","Tower Replacement Hickory NC","TRANSPORTATION, DEPARTMENT OF","FEDERAL AVIATION ADMINISTRATION","6973GH FRANCHISE ACQUISITION SVCS","Solicitation","2020-10-23T17:00:00-05:00","237130","https://beta.sam.gov/opp/2d7d9de559234be99248c7e359c8312a/view","The Federal Aviation Administration (FAA) has a requirement for tower replacement at the RCAG facility located in Hickory, North Carolina. Please see attachments for specifics. The Contractor shall provide all labor, materials, equipment, transportation, i"
"13347","251f4e99b58b4f3183b017dec4bb7949","Z2NZ--Replace Valet Parking Light Poles","VETERANS AFFAIRS, DEPARTMENT OF","VETERANS AFFAIRS, DEPARTMENT OF","246-NETWORK CONTRACTING OFFICE 6 (36C246)","Solicitation","2020-10-23T15:00:00-04:00","238210","https://beta.sam.gov/opp/251f4e99b58b4f3183b017dec4bb7949/view","PRESOLICITATION NOTICE Project Replace Valet Parking Light Poles The Department of Veterans Affairs, 1201 Broad Rock Blvd, Richmond, VA has a requirement for a contractor to provide all labor, material, supplies, equipment, transportation, permits, licensi"
"13606","a8dbb776cd4042499a7a104f2199d975","RESISTOR, THERMAL","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY (DLA)","DLA LAND AND MARITIME","Presolicitation","2020-10-23T15:00:00-04:00","334416","https://beta.sam.gov/opp/a8dbb776cd4042499a7a104f2199d975/view","SPE7M5-21-R-X006 Item name Resistor, Thermal for NSN 5905-01-616-9057. The approved sources are: GEMS SENSORS INC. 04034 P/N 231495 This is an Indefinite Delivery Purchase Order type requirement (one year requirement with two 365 day options)."
"14120","836c36de9c99473abc53cd35c2541c6b","X1DB--Wichita Admin New/Replacing Lease","VETERANS AFFAIRS, DEPARTMENT OF","VETERANS AFFAIRS, DEPARTMENT OF","255-NETWORK CONTRACT OFFICE 15 (36C255)","Sources Sought","2020-10-23T16:30:00-05:00","531120","https://beta.sam.gov/opp/836c36de9c99473abc53cd35c2541c6b/view","Page 4 of 4 Wichita, Kansas The U.S. Department of Veterans Affairs (VA) is Requesting Information regarding the availability of 9,870 Net Usable Square Feet (NUSF) office/administrative space in Wichita, KS. NOTICE: This advertisement is not a solicitatio"
"14335","091af984004149189ea0769f013f11f2","Replacement of Curbs, Sidewalk and Parking Lot Paving: Rochester, New York","TRANSPORTATION, DEPARTMENT OF","FEDERAL AVIATION ADMINISTRATION","6973GH FRANCHISE ACQUISITION SVCS","Sources Sought","2020-10-23T16:00:00-04:00","238910","https://beta.sam.gov/opp/091af984004149189ea0769f013f11f2/view","The FAA is seeking capable and interested sources for the removal/replacement of the curbs, sidewalks and parking lot paving at"
"14360","93236b70c9644674a1d7a5f80d3d7e7c","General Services Administration (GSA) seeks to lease office space in San Jose, CA","GENERAL SERVICES ADMINISTRATION","PUBLIC BUILDINGS SERVICE","PBS CENTRAL OFFICE - BROKER SVCS","Solicitation","2020-10-23T17:00:00-07:00","531120","https://beta.sam.gov/opp/93236b70c9644674a1d7a5f80d3d7e7c/view","State:"
"14457","c50b901f17e047159fd75b780b8253e5","R499--Copy of Consolidated Payment RFI","VETERANS AFFAIRS, DEPARTMENT OF","VETERANS AFFAIRS, DEPARTMENT OF","STRATEGIC ACQUISITION CENTER FREDERICKSBURG (36C10G)","Sources Sought","2020-10-23T14:00:00-04:00","561110","https://beta.sam.gov/opp/c50b901f17e047159fd75b780b8253e5/view","Purpose This is a Request for Information (RFI) to identify services that more efficiently integrate and better serve Veterans who receive community provided care. VA is not, at this time, seeking proposals and will not accept unsolicited proposals. All re"
"15072","f763366f3ebe4e4c8ee3728cc663592f","Indicator, Blade","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY (DLA)","DLA AVIATION","Sources Sought","2020-10-23T15:00:00-04:00","334513","https://beta.sam.gov/opp/f763366f3ebe4e4c8ee3728cc663592f/view","THE SOLICITATION NUMBER HAS CHANGED TO SPE4A6-21-R-0023. Sources are being sought for any company that can make NSN 6685-00-900-8060 / Indicator, Blade."
"15085","147de35d96954a59bdfe449ed5bffd2c","Indicator, Blade","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY (DLA)","DLA AVIATION","Presolicitation","2020-10-23T03:00:00-04:00","334513","https://beta.sam.gov/opp/147de35d96954a59bdfe449ed5bffd2c/view","Solicitation for NSN 6685-00-900-8060 / PR 0085798931 / SPE4A6-20-R-0544 / Indicator, Blade."
"15212","d92b5313dd6442c7a8ae900e43b33214","13 - 6135-01-608-3465 & 6135-01-608-3470","DEPT OF DEFENSE","DEPT OF THE NAVY","NAVSUP WEAPON SYSTEMS SUPPORT MECH","Solicitation","2020-10-23T14:00:00-04:00","335912","https://beta.sam.gov/opp/d92b5313dd6442c7a8ae900e43b33214/view","Paper copies will not be provided. Competitive, 100 percent Small Business Set-a-Side. Drawings are available. Drawings are NOT available on CD."
"15248","ad8124b4ffd1461eb0c2a4b7722f2845","Lower Brule Natural Resource Protection Ecosystem Restoration","DEPT OF DEFENSE","DEPT OF THE ARMY","W071 ENDIST OMAHA","Presolicitation","2020-10-23T14:00:00-05:00","237990","https://beta.sam.gov/opp/ad8124b4ffd1461eb0c2a4b7722f2845/view","UPDATE:"
"15650","89fedad6fe36459aa5b4fa55a9ff8cba","Uniform, Equipment Issue and Laundry Services","HOMELAND SECURITY, DEPARTMENT OF","FEDERAL LAW ENFORCEMENT TRAINING CENTER","FLETC GLYNCO PROCUREMENT OFFICE","Solicitation","2020-10-23T14:00:00-04:00","561210","https://beta.sam.gov/opp/89fedad6fe36459aa5b4fa55a9ff8cba/view","Amendment 0001 is hereby issued to provide additional information, see attachment. The Contractor shall provide the management, supervision, all personnel, equipment, tools, materials, and other items and services necessary to support the operation of the "
"15683","1ffd77f78cb844d8b791644ea3533494","H168--ANNUAL TESTING AND INSPECTION OF MEDICAL GAS SYSTEM","VETERANS AFFAIRS, DEPARTMENT OF","VETERANS AFFAIRS, DEPARTMENT OF","262-NETWORK CONTRACT OFFICE 22L (36C262)","Combined Synopsis/Solicitation","2020-10-23T13:00:00-07:00","811219","https://beta.sam.gov/opp/1ffd77f78cb844d8b791644ea3533494/view","Annual Testing and Inspection of Medical Gas System at the VA Long Beach Healthcare System, 5901 E. 7th Street, Long Beach, CA 90822."
